record_id,timestamp,warehouse_id,zone_id,rack_id,product_id,rfid_read_count,inventory_level,inventory_movement,incoming_items,outgoing_items,inventory_accuracy_pct,forecasted_demand,storage_utilization_pct,storage_allocation_score,available_storage_space_pct,order_queue_length,order_picking_time_min,packing_time_min,order_completion_time_min,conveyor_speed_mps,conveyor_vibration_mmps,motor_temperature_c,equipment_load_pct,energy_consumption_kwh,machine_runtime_hr,sensor_battery_pct,equipment_health_index,maintenance_alert,worker_count,worker_movement_index,forklift_count,forklift_utilization_pct,congestion_level_pct,obstacle_detection,safety_compliance_pct,warehouse_activity_score,temperature_c,humidity_pct,air_quality_index,dust_level_ugm3,lighting_lux,noise_level_db,predicted_equipment_failure,resource_utilization_pct,warehouse_operation_status
13989,2024-07-05 00:53:00,WH_04,Zone_F,RACK_022,PROD_00536,48,439,5,159,40,92.04,541,49.55,81.99,39.37,58,13.7,14.68,32.18,1.61,1.79,93.5,68.82,426.96,20.1,95.0,80.76,No,29,0.86,3,72.38,98.58,Not Detected,98.82,27.0,21.22,45.9,85,55.07,883,75.19,0.732,69.33,Optimized
13990,2024-11-08 08:41:00,WH_09,Zone_B,RACK_035,PROD_00266,129,462,268,83,158,93.32,761,58.98,74.95,47.5,53,16.6,7.65,29.41,2.74,4.2,39.83,22.3,244.27,9.08,48.34,91.98,Yes,8,0.61,2,96.48,62.21,Not Detected,71.3,11.07,27.06,60.03,28,44.22,582,65.27,0.975,87.0,Optimized
13991,2024-06-21 20:00:00,WH_10,Zone_A,RACK_012,PROD_00507,216,779,270,176,99,96.25,830,59.68,80.33,57.78,17,3.73,10.13,17.74,2.53,2.84,46.51,67.05,682.4,12.91,89.87,95.4,Yes,55,0.95,6,57.32,17.01,Not Detected,87.02,15.96,33.9,40.28,75,12.67,979,73.34,0.241,80.87,Optimized
13992,2024-04-29 21:08:00,WH_04,Zone_A,RACK_044,PROD_00042,194,790,184,32,102,90.99,36,84.75,73.72,37.44,5,3.39,7.66,14.6,1.46,2.75,89.41,52.62,687.61,20.49,96.79,78.88,No,42,0.53,5,95.29,75.09,Detected,73.41,75.88,25.21,68.38,146,24.32,306,58.05,0.55,85.07,Optimized
13993,2024-05-04 05:47:00,WH_03,Zone_B,RACK_068,PROD_00470,28,216,83,10,85,95.24,555,71.18,76.14,35.03,26,16.46,13.44,36.86,1.79,2.36,91.06,49.93,737.58,16.34,45.5,56.18,Yes,34,0.97,3,25.72,54.08,Detected,93.5,37.68,18.28,74.61,95,9.75,656,65.64,0.679,67.32,Optimized
13994,2024-02-26 02:05:00,WH_05,Zone_B,RACK_015,PROD_00317,85,24,154,60,20,96.27,636,48.94,90.46,54.01,40,12.06,14.42,33.46,1.82,0.12,33.36,54.08,467.2,17.58,25.32,59.77,Yes,52,0.93,13,42.37,87.42,Detected,72.08,49.05,30.21,62.15,149,40.75,867,81.18,0.603,82.12,Optimized
13995,2024-04-05 21:15:00,WH_03,Zone_E,RACK_036,PROD_00434,140,544,93,99,66,98.41,214,48.95,75.55,11.71,61,4.57,2.97,14.37,3.43,4.64,45.51,72.55,96.7,21.2,89.43,93.02,No,16,0.51,14,28.15,87.9,Detected,78.25,72.77,32.21,38.75,49,18.32,903,36.36,0.043,57.15,Optimized
13996,2024-07-22 20:38:00,WH_10,Zone_A,RACK_031,PROD_00057,273,54,54,128,48,97.64,346,48.44,61.32,6.35,13,7.88,7.38,16.83,2.88,3.15,61.27,23.7,763.83,9.73,34.41,69.11,No,36,0.27,6,36.1,5.7,Detected,72.02,73.42,23.41,37.32,49,25.39,383,43.36,0.412,71.98,Optimized
13997,2024-11-09 06:32:00,WH_05,Zone_B,RACK_001,PROD_00260,62,625,277,138,113,99.7,475,55.37,70.32,8.34,66,6.6,14.33,24.61,3.29,5.21,34.92,20.75,878.06,19.62,55.07,66.41,Yes,19,0.82,7,30.96,51.82,Detected,82.75,80.09,28.08,62.48,41,10.42,426,49.78,0.804,51.84,Optimized
13998,2024-05-18 05:31:00,WH_01,Zone_E,RACK_046,PROD_00280,57,580,23,54,18,92.15,361,86.73,77.43,3.3,41,7.32,4.56,16.73,1.55,4.45,30.1,45.28,291.23,17.09,75.04,94.11,No,16,0.99,14,67.86,26.94,Detected,78.61,13.95,18.13,74.43,140,44.6,417,66.81,0.799,77.69,Optimized
13999,2024-01-16 22:04:00,WH_09,Zone_D,RACK_079,PROD_00262,239,782,235,77,49,90.51,334,86.2,77.76,46.91,13,2.72,11.1,18.73,2.6,4.67,27.57,37.83,490.86,22.74,30.08,66.2,Yes,5,0.66,11,32.5,58.62,Not Detected,86.66,39.55,28.17,64.88,66,14.88,740,86.27,0.502,66.39,Optimized
14000,2024-11-01 07:49:00,WH_05,Zone_E,RACK_020,PROD_00389,183,732,10,70,156,90.79,475,97.89,78.02,48.43,56,3.11,11.13,21.56,2.73,3.24,85.88,54.25,407.52,14.35,64.38,81.0,No,7,0.74,4,72.12,49.44,Not Detected,78.06,99.0,22.54,57.56,83,35.25,888,40.2,0.768,81.03,Optimized
14001,2024-06-26 15:29:00,WH_02,Zone_C,RACK_018,PROD_00584,82,117,167,63,18,94.07,521,98.42,99.77,49.93,10,9.94,8.7,21.24,3.31,3.51,30.29,80.79,857.1,6.73,88.09,85.28,No,60,0.62,8,85.81,21.94,Detected,74.13,14.34,33.6,36.43,115,44.03,328,79.98,0.348,97.61,Optimized
14002,2024-07-19 15:18:00,WH_04,Zone_C,RACK_055,PROD_00352,148,429,217,136,74,90.21,413,91.67,94.86,39.81,22,11.31,10.84,28.37,2.39,4.04,50.63,36.97,817.35,18.57,45.47,90.42,Yes,39,0.43,18,54.57,61.12,Not Detected,82.22,64.5,33.39,49.11,129,10.5,378,66.29,0.039,64.19,Optimized
14003,2024-05-30 13:14:00,WH_05,Zone_E,RACK_068,PROD_00104,295,458,138,52,23,99.08,464,71.08,95.44,33.13,65,12.6,14.31,32.96,1.3,2.47,84.67,76.88,741.05,8.31,46.69,57.86,No,13,0.38,15,22.89,12.63,Detected,78.0,54.68,28.42,43.45,126,13.01,535,43.77,0.602,78.87,Optimized
14004,2024-12-25 00:30:00,WH_07,Zone_F,RACK_075,PROD_00259,26,161,133,18,38,94.84,78,86.73,73.21,1.79,29,7.83,6.44,17.24,3.47,5.4,45.94,27.02,612.75,22.88,75.61,97.52,No,22,0.63,4,41.66,26.96,Detected,70.0,37.48,25.63,68.05,91,23.6,530,55.27,0.027,99.34,Optimized
14005,2024-07-28 13:30:00,WH_05,Zone_A,RACK_065,PROD_00066,78,725,33,24,86,98.01,295,71.95,92.73,8.85,24,12.18,5.78,22.0,3.3,4.48,59.32,78.68,777.39,13.92,74.72,94.97,Yes,27,0.42,12,95.05,75.13,Detected,85.49,55.76,23.24,43.73,115,57.09,966,50.3,0.314,55.1,Optimized
14006,2024-01-01 20:06:00,WH_09,Zone_B,RACK_057,PROD_00019,246,577,94,132,35,99.29,590,72.26,76.88,19.7,20,16.77,13.89,31.87,1.88,3.89,32.62,30.62,301.48,18.59,43.78,67.69,Yes,27,0.37,11,74.72,99.01,Not Detected,81.65,32.05,24.54,56.9,67,12.76,609,87.24,0.481,75.91,Optimized
14007,2024-09-08 17:22:00,WH_10,Zone_A,RACK_026,PROD_00417,211,451,36,51,44,98.49,804,75.75,96.09,40.53,5,9.9,14.85,31.93,2.82,2.38,80.4,93.75,579.36,19.31,31.29,75.08,Yes,44,0.79,17,53.43,84.13,Not Detected,83.93,76.99,26.38,46.18,149,50.48,684,61.25,0.293,57.92,Optimized
14008,2024-08-15 23:33:00,WH_07,Zone_B,RACK_007,PROD_00479,180,157,299,89,100,98.74,158,87.86,62.7,59.47,69,5.56,11.78,24.34,0.77,1.65,55.21,47.68,387.99,16.22,40.21,96.76,No,58,0.22,14,83.86,52.31,Detected,93.84,16.4,27.94,60.65,30,42.57,997,84.23,0.888,84.68,Optimized
14009,2024-05-11 07:24:00,WH_08,Zone_B,RACK_026,PROD_00491,14,476,131,57,26,93.44,765,96.62,88.37,35.16,26,13.76,13.88,34.13,0.92,4.45,55.14,53.4,862.85,10.08,39.3,86.03,Yes,48,0.21,5,21.29,5.55,Detected,72.65,96.69,31.92,72.88,51,47.5,609,81.58,0.712,57.64,Optimized
14010,2024-01-24 15:17:00,WH_01,Zone_C,RACK_040,PROD_00450,29,83,130,117,114,90.58,187,77.24,91.27,56.91,2,9.55,9.03,23.06,1.06,4.87,47.57,47.88,513.06,8.06,43.38,77.03,Yes,44,0.78,16,49.74,97.85,Not Detected,85.47,23.22,23.94,46.89,143,13.39,450,75.16,0.414,95.31,Optimized
14011,2024-11-22 03:25:00,WH_06,Zone_E,RACK_015,PROD_00252,163,439,186,56,14,94.36,839,47.92,82.03,48.61,18,2.78,7.15,11.06,2.54,1.2,56.0,98.09,919.63,22.67,50.33,91.54,No,45,0.3,3,83.61,43.53,Not Detected,72.64,50.47,32.74,36.12,103,14.1,593,68.8,0.024,52.59,Optimized
14012,2024-01-08 22:47:00,WH_04,Zone_A,RACK_055,PROD_00236,63,652,295,55,156,97.76,327,56.6,98.11,31.97,50,14.61,12.55,33.34,1.56,0.44,74.59,73.12,552.02,12.9,70.92,75.54,Yes,60,0.7,7,81.02,21.33,Not Detected,93.0,54.11,19.05,44.44,88,12.08,723,77.27,0.572,94.28,Optimized
14013,2024-04-12 04:08:00,WH_07,Zone_C,RACK_020,PROD_00199,274,654,73,175,8,93.48,887,65.38,91.08,39.4,62,8.25,13.51,23.65,3.2,1.19,51.26,48.55,639.95,8.56,82.18,78.91,No,56,0.47,8,44.14,79.27,Detected,95.9,80.43,29.7,60.34,60,47.65,973,39.04,0.677,71.88,Optimized
14014,2024-04-30 03:12:00,WH_02,Zone_F,RACK_015,PROD_00046,172,565,232,109,43,92.06,210,81.55,75.5,16.25,27,7.42,5.11,16.73,3.47,3.76,44.58,53.76,369.17,11.76,55.11,86.31,No,42,0.92,4,82.61,49.81,Detected,86.52,94.52,18.37,65.31,63,27.13,459,60.86,0.944,53.29,Optimized
14015,2024-11-26 00:08:00,WH_02,Zone_E,RACK_012,PROD_00529,100,791,220,177,100,95.25,689,87.79,72.72,8.81,13,4.64,8.24,16.65,2.19,3.88,31.73,99.01,344.5,9.43,45.73,91.8,No,44,0.94,3,57.82,0.29,Detected,70.52,13.83,32.26,44.38,101,15.37,763,66.09,0.951,63.21,Optimized
14016,2024-03-05 02:41:00,WH_01,Zone_B,RACK_070,PROD_00088,211,848,7,179,88,91.95,836,45.07,90.23,52.11,25,4.55,2.26,8.57,2.91,3.81,68.57,95.53,599.71,7.75,97.93,64.48,No,33,0.83,18,82.07,62.74,Not Detected,78.58,16.01,26.08,46.95,89,37.83,779,46.45,0.252,65.28,Optimized
14017,2024-06-11 02:02:00,WH_05,Zone_A,RACK_057,PROD_00476,227,676,134,168,81,99.93,544,84.32,75.88,26.95,23,12.05,10.74,28.86,1.29,4.34,85.0,79.89,375.35,12.79,49.8,68.47,No,35,0.93,15,35.02,59.51,Detected,88.33,93.18,22.18,41.46,136,40.58,927,38.19,0.671,73.51,Optimized
14018,2024-01-04 23:37:00,WH_02,Zone_F,RACK_076,PROD_00464,278,625,120,1,128,91.56,531,49.15,72.74,33.38,1,2.29,13.96,21.61,2.55,4.82,79.45,94.99,311.07,5.55,28.25,84.91,No,28,0.62,6,52.41,96.77,Detected,70.07,81.19,30.65,35.49,21,59.67,754,78.01,0.993,99.65,Optimized
14019,2024-12-11 13:23:00,WH_02,Zone_A,RACK_031,PROD_00374,167,402,220,127,110,95.39,448,76.55,78.16,1.73,25,12.33,5.66,22.83,1.73,2.79,82.58,59.81,106.6,15.27,62.99,65.01,Yes,60,0.83,16,62.18,44.66,Not Detected,80.62,43.33,21.87,63.93,127,52.83,403,68.24,0.713,97.0,Optimized
14020,2024-08-11 03:04:00,WH_06,Zone_F,RACK_046,PROD_00467,275,116,268,124,176,98.23,804,58.15,65.88,37.53,4,12.88,11.38,29.86,0.93,4.7,48.15,50.94,104.96,14.11,92.42,90.92,Yes,35,0.61,4,98.39,27.29,Not Detected,83.51,25.57,24.9,39.92,53,39.38,419,84.2,0.148,71.02,Optimized
14021,2024-10-22 05:16:00,WH_04,Zone_F,RACK_007,PROD_00117,278,295,223,130,93,95.87,843,56.97,71.38,40.88,24,17.19,12.02,32.2,3.39,1.55,58.55,67.39,520.81,6.15,52.99,58.48,Yes,16,0.87,3,36.96,58.58,Not Detected,88.16,40.97,25.52,63.43,123,23.19,914,45.89,0.523,92.99,Optimized
14022,2024-07-27 09:20:00,WH_08,Zone_D,RACK_040,PROD_00158,23,214,100,110,155,95.47,431,83.67,81.57,50.06,35,5.75,10.9,23.44,0.94,2.38,62.44,74.72,474.51,10.0,29.55,70.35,Yes,26,0.48,5,71.02,75.37,Detected,76.59,28.22,18.83,67.28,86,29.48,608,49.29,0.303,85.81,Optimized
14023,2024-03-07 08:54:00,WH_07,Zone_D,RACK_045,PROD_00464,204,877,227,22,61,97.8,847,61.11,98.8,13.51,46,6.46,10.69,23.65,2.47,0.32,44.9,56.31,602.15,19.76,80.11,82.04,Yes,48,0.86,3,20.51,39.59,Not Detected,96.38,79.07,31.66,70.0,109,37.86,825,52.29,0.034,53.3,Optimized
14024,2024-02-16 13:03:00,WH_03,Zone_D,RACK_005,PROD_00050,294,466,210,98,119,93.73,696,95.39,77.89,2.19,47,17.88,7.96,30.75,0.69,1.41,53.7,87.93,625.71,19.94,68.17,92.05,Yes,46,0.24,2,87.92,65.1,Not Detected,85.84,68.47,33.8,36.69,117,37.6,647,83.52,0.302,66.95,Optimized
14025,2024-09-20 01:25:00,WH_03,Zone_D,RACK_020,PROD_00098,135,353,100,6,156,97.09,47,92.15,80.06,4.32,45,8.75,2.62,17.09,0.84,0.12,41.65,33.67,225.26,23.33,65.92,65.55,No,55,0.27,5,36.51,94.77,Detected,98.01,99.32,32.34,39.71,20,56.19,695,68.92,0.545,74.68,Optimized
14026,2024-08-14 15:51:00,WH_07,Zone_C,RACK_006,PROD_00600,273,889,218,54,91,97.09,738,88.28,89.05,23.57,33,3.15,14.31,24.22,1.21,4.52,73.46,47.49,295.25,11.1,72.08,80.86,No,30,0.75,1,57.86,21.92,Not Detected,80.52,47.11,26.94,64.2,100,31.77,991,58.6,0.723,68.51,Optimized
14027,2024-08-09 17:10:00,WH_06,Zone_A,RACK_064,PROD_00513,35,441,272,155,140,91.36,610,53.99,99.38,10.88,69,12.21,14.87,34.98,2.41,2.79,50.22,72.55,653.15,6.02,49.87,90.36,No,24,0.66,3,86.8,59.87,Detected,92.06,21.72,29.26,67.35,138,15.91,570,92.71,0.138,77.26,Optimized
14028,2024-09-03 09:36:00,WH_06,Zone_C,RACK_077,PROD_00194,121,354,102,2,42,96.23,185,60.24,75.77,49.31,51,11.42,9.23,21.66,3.35,5.03,47.35,90.84,131.82,20.78,27.9,99.35,No,39,0.53,2,76.83,42.03,Detected,86.56,39.65,31.71,67.92,141,50.18,301,42.67,0.678,63.91,Optimized
14029,2024-12-28 14:22:00,WH_09,Zone_C,RACK_019,PROD_00474,12,818,196,103,106,90.59,735,68.68,61.74,3.05,37,10.41,11.87,26.25,2.45,3.08,38.83,85.18,815.25,16.2,80.23,59.37,No,22,0.27,18,90.56,98.38,Not Detected,86.4,72.1,31.51,65.76,101,36.94,577,51.7,0.244,76.54,Optimized
14030,2024-03-21 20:30:00,WH_06,Zone_D,RACK_040,PROD_00224,231,353,8,178,9,92.81,532,59.04,91.96,47.71,9,9.19,2.67,16.43,3.37,3.19,81.11,23.48,260.08,16.12,84.32,65.09,No,16,0.61,7,86.57,26.74,Not Detected,97.02,64.46,19.12,68.47,85,57.54,614,38.19,0.799,71.84,Optimized
14031,2024-02-05 01:48:00,WH_04,Zone_F,RACK_017,PROD_00544,230,179,168,70,158,98.1,891,80.82,81.01,2.35,66,9.45,11.73,23.28,1.33,2.29,53.32,40.01,131.56,7.46,92.09,90.18,No,32,0.89,8,44.28,20.88,Detected,93.11,83.47,25.18,51.91,94,52.17,518,89.0,0.798,93.67,Optimized
14032,2024-12-23 23:07:00,WH_05,Zone_C,RACK_020,PROD_00138,222,744,28,137,10,98.71,595,77.47,84.21,13.7,63,9.96,10.58,26.54,1.71,2.33,83.96,32.41,459.6,12.42,47.01,70.32,No,35,0.53,8,53.3,28.0,Detected,80.94,62.61,20.56,69.34,90,48.17,656,80.79,0.165,97.07,Optimized
14033,2024-07-22 07:32:00,WH_03,Zone_E,RACK_036,PROD_00452,81,319,145,69,173,94.58,451,95.11,75.95,52.5,18,11.28,8.25,27.33,3.26,3.19,58.23,75.13,774.09,19.98,53.65,81.19,Yes,30,0.88,2,40.74,53.36,Not Detected,85.08,94.94,33.27,61.0,84,9.06,932,63.7,0.348,97.59,Optimized
14034,2024-10-27 11:52:00,WH_02,Zone_E,RACK_074,PROD_00584,228,499,180,31,90,97.75,448,46.15,73.0,10.53,14,2.95,12.03,20.59,1.58,0.88,30.79,22.91,306.06,21.48,48.49,60.18,Yes,27,1.0,3,79.49,87.15,Not Detected,88.97,35.57,25.52,37.06,98,22.6,492,66.57,0.267,64.24,Optimized
14035,2024-09-18 21:51:00,WH_07,Zone_C,RACK_051,PROD_00008,27,434,107,56,8,96.11,600,64.51,90.57,42.18,12,9.29,6.74,18.46,1.51,3.64,28.71,83.53,932.72,15.63,51.01,94.28,Yes,21,0.46,1,81.73,12.6,Not Detected,74.24,39.44,19.41,67.27,52,12.7,742,91.06,0.425,66.73,Optimized
14036,2024-02-28 00:23:00,WH_09,Zone_E,RACK_041,PROD_00102,216,407,62,121,46,99.74,462,54.43,78.33,2.81,18,1.85,6.0,15.04,0.84,3.08,32.13,84.49,127.62,5.28,85.36,71.14,Yes,53,0.61,9,50.1,76.64,Detected,74.08,20.24,24.7,64.77,39,58.76,993,42.92,0.617,72.81,Optimized
14037,2024-03-16 06:12:00,WH_09,Zone_E,RACK_061,PROD_00276,213,53,43,26,121,98.48,878,97.93,71.3,14.48,19,3.37,11.01,19.93,1.31,2.54,64.69,48.42,298.38,18.0,84.16,93.69,Yes,13,0.28,11,55.65,79.43,Not Detected,92.18,30.25,19.49,47.75,30,44.96,803,84.57,0.78,55.04,Optimized
14038,2024-01-24 12:36:00,WH_09,Zone_A,RACK_058,PROD_00019,160,599,195,94,129,91.25,278,84.78,78.4,14.47,45,15.26,2.11,21.98,2.83,1.78,44.19,81.66,752.54,18.24,88.89,55.9,No,56,0.7,1,22.29,29.08,Not Detected,85.07,72.09,27.27,50.68,45,45.97,582,62.94,0.279,92.53,Optimized
14039,2024-02-07 19:03:00,WH_03,Zone_B,RACK_031,PROD_00329,42,789,213,29,89,95.25,235,69.66,63.69,40.8,25,17.93,14.64,34.89,3.06,2.31,44.74,70.22,644.2,20.86,30.96,64.59,Yes,10,0.32,8,27.82,73.8,Detected,74.8,57.38,24.44,70.64,129,20.97,705,40.57,0.736,62.98,Optimized
14040,2024-10-11 08:26:00,WH_04,Zone_A,RACK_013,PROD_00272,17,553,186,84,100,90.79,635,97.18,67.07,13.29,69,10.71,8.87,20.95,0.74,2.11,76.9,37.52,254.71,23.73,67.01,60.75,Yes,24,0.92,12,64.31,94.12,Not Detected,79.73,13.04,26.98,36.93,103,28.85,957,82.2,0.042,51.6,Optimized
14041,2024-09-23 01:43:00,WH_08,Zone_D,RACK_037,PROD_00264,100,779,289,98,16,95.68,195,78.49,90.54,18.45,33,6.56,5.95,20.03,2.61,1.98,56.42,36.68,377.33,5.41,62.7,83.26,No,52,0.27,6,50.09,89.56,Detected,78.36,19.44,19.75,49.79,94,19.54,863,43.07,0.408,53.86,Optimized
14042,2024-12-23 11:06:00,WH_02,Zone_B,RACK_018,PROD_00364,287,210,16,15,45,93.54,94,81.14,84.51,42.53,31,8.9,11.41,25.01,3.21,2.47,92.13,28.58,910.85,16.73,31.78,62.56,Yes,36,0.2,9,50.56,63.89,Not Detected,70.36,12.18,27.86,67.53,135,40.32,648,37.27,0.373,74.42,Optimized
14043,2024-01-06 00:36:00,WH_03,Zone_B,RACK_058,PROD_00069,218,364,300,94,124,92.89,119,94.48,71.73,28.67,46,13.09,11.49,27.06,1.98,5.09,72.2,77.08,816.79,22.69,52.27,56.32,Yes,44,0.69,2,72.18,79.6,Detected,73.13,70.24,21.25,46.25,22,46.55,738,93.84,0.364,74.58,Optimized
14044,2024-08-22 11:51:00,WH_06,Zone_E,RACK_057,PROD_00004,209,364,159,94,151,95.17,238,94.29,75.62,38.73,46,11.18,13.03,30.22,0.97,2.09,30.13,28.95,329.65,13.49,36.65,56.32,No,13,0.6,15,66.92,83.41,Detected,79.52,29.89,18.73,49.66,62,51.32,724,45.83,0.534,55.12,Optimized
14045,2024-03-15 08:01:00,WH_07,Zone_C,RACK_064,PROD_00467,220,599,208,89,137,94.19,276,66.28,96.13,28.36,11,14.83,8.02,28.1,0.62,0.8,35.37,26.28,463.64,20.28,80.69,88.8,No,15,0.51,15,64.97,85.21,Detected,99.64,73.49,32.77,51.01,145,54.63,653,63.05,0.724,57.59,Optimized
14046,2024-02-14 04:29:00,WH_04,Zone_A,RACK_033,PROD_00367,189,735,260,4,128,92.69,232,59.45,85.43,54.57,27,8.05,14.4,29.25,1.99,0.67,91.73,38.85,394.58,9.18,36.32,68.69,No,6,0.47,13,82.54,20.27,Detected,73.29,55.04,25.22,64.16,101,40.49,494,40.22,0.279,57.68,Optimized
14047,2024-05-02 16:26:00,WH_03,Zone_D,RACK_080,PROD_00522,281,243,272,99,101,93.97,420,69.38,70.12,14.41,46,14.06,5.34,25.2,1.26,3.93,63.15,96.17,760.1,16.42,35.3,61.95,Yes,52,0.71,5,79.06,48.1,Not Detected,86.63,31.35,19.83,66.96,100,42.26,510,81.25,0.099,69.14,Optimized
14048,2024-01-15 23:19:00,WH_05,Zone_D,RACK_022,PROD_00332,110,876,274,11,33,91.21,191,51.61,78.37,30.59,65,6.52,12.21,25.01,1.82,1.18,41.07,43.1,447.98,20.0,64.71,65.15,Yes,28,0.76,3,58.01,17.58,Detected,79.17,55.85,26.31,72.5,79,18.67,429,91.81,0.965,63.9,Optimized
14049,2024-11-13 00:19:00,WH_03,Zone_E,RACK_002,PROD_00238,113,134,6,128,23,94.89,766,47.59,65.52,34.64,62,9.75,8.87,20.3,2.16,0.64,35.44,66.87,200.34,8.64,63.07,83.61,Yes,30,0.71,1,31.36,36.01,Detected,98.85,82.77,19.7,59.19,129,41.1,863,71.74,0.642,95.08,Optimized
14050,2024-09-14 22:14:00,WH_01,Zone_A,RACK_044,PROD_00400,32,233,262,144,116,94.28,141,95.33,72.34,9.46,23,12.03,7.05,21.0,3.07,3.67,66.61,60.54,92.28,6.09,31.94,55.14,No,21,0.61,1,29.43,99.15,Detected,83.85,72.43,18.99,60.89,44,57.18,712,83.21,0.418,86.4,Optimized
14051,2024-11-14 13:26:00,WH_04,Zone_F,RACK_053,PROD_00045,22,625,298,136,16,97.98,596,59.94,89.55,5.22,43,13.15,13.01,27.8,2.14,3.21,84.19,41.28,158.04,11.87,35.02,77.43,Yes,7,0.96,12,76.32,18.74,Not Detected,93.11,91.51,31.25,42.21,72,31.33,720,38.53,0.488,65.13,Optimized
14052,2024-12-15 13:05:00,WH_03,Zone_B,RACK_011,PROD_00399,43,689,164,76,89,91.15,554,70.4,80.44,17.48,22,17.12,6.74,25.58,3.01,3.15,92.38,77.49,488.67,23.85,39.21,77.34,No,11,0.99,6,71.06,85.15,Detected,93.43,51.3,25.54,49.45,21,53.71,417,58.03,0.487,79.06,Optimized
14053,2024-12-19 16:10:00,WH_07,Zone_D,RACK_026,PROD_00129,27,129,83,10,58,100.0,576,58.4,83.15,33.22,2,2.83,13.93,24.31,2.23,3.28,79.48,73.77,561.29,18.84,88.96,73.83,Yes,57,0.87,2,28.66,45.93,Detected,73.41,77.14,27.75,46.48,39,42.01,804,48.65,0.066,56.3,Optimized
14054,2024-02-23 10:52:00,WH_08,Zone_D,RACK_022,PROD_00468,77,251,50,9,49,91.15,528,55.23,94.92,39.13,40,3.64,12.7,21.43,1.56,2.09,42.49,92.85,942.86,21.57,26.29,62.25,Yes,51,0.44,10,43.22,1.81,Not Detected,71.94,96.1,19.83,51.62,86,7.33,501,35.54,0.757,71.89,Optimized
14055,2024-09-02 11:25:00,WH_08,Zone_F,RACK_058,PROD_00401,259,367,275,52,31,95.85,559,98.91,76.35,21.89,15,15.84,5.1,22.94,2.36,2.43,25.14,55.74,944.51,14.71,97.9,87.29,No,47,0.4,9,99.28,22.57,Not Detected,98.21,66.78,28.4,65.52,93,14.18,322,91.97,0.838,93.83,Optimized
14056,2024-07-08 07:15:00,WH_03,Zone_A,RACK_034,PROD_00064,165,416,218,180,126,99.04,841,98.86,84.3,37.94,28,5.47,9.95,18.85,1.93,2.67,80.64,49.05,291.58,7.04,93.43,90.74,Yes,48,0.31,12,42.94,25.98,Not Detected,72.95,46.8,18.94,62.63,92,30.65,603,39.29,0.563,92.65,Optimized
14057,2024-11-18 21:34:00,WH_05,Zone_E,RACK_034,PROD_00344,89,668,60,68,114,99.05,687,68.52,99.99,31.18,11,8.02,9.15,24.54,1.43,0.3,84.63,30.13,568.0,6.24,94.53,87.05,Yes,50,0.25,12,38.97,9.73,Detected,74.81,78.71,31.53,71.86,139,14.01,360,62.44,0.634,89.38,Optimized
14058,2024-04-04 03:51:00,WH_08,Zone_E,RACK_073,PROD_00427,278,122,91,145,88,96.71,487,67.41,66.9,21.4,62,16.89,2.79,27.52,3.32,3.37,87.5,75.38,868.56,11.48,48.05,56.21,No,8,0.75,13,49.48,46.99,Not Detected,91.56,43.81,22.3,39.87,98,50.7,447,40.19,0.847,73.33,Optimized
14059,2024-12-05 21:52:00,WH_02,Zone_E,RACK_030,PROD_00532,248,42,296,106,46,99.11,303,94.94,93.41,24.12,51,6.65,2.73,13.73,1.76,0.65,72.36,51.96,440.46,19.5,55.87,80.05,Yes,5,0.97,2,63.88,89.68,Not Detected,96.39,77.94,27.8,72.51,147,55.37,443,70.42,0.67,55.51,Optimized
14060,2024-08-13 15:41:00,WH_07,Zone_D,RACK_033,PROD_00412,109,324,266,118,129,90.33,429,90.62,99.14,2.81,70,16.55,10.44,31.38,2.39,1.34,58.07,78.76,785.67,18.88,83.34,93.58,No,12,0.69,1,84.74,94.75,Detected,90.53,36.12,20.52,61.65,84,57.89,715,40.61,0.913,93.25,Optimized
14061,2024-03-18 05:51:00,WH_10,Zone_D,RACK_026,PROD_00511,35,416,161,131,25,99.38,771,79.72,64.89,40.24,59,16.89,2.33,23.79,3.04,2.6,34.32,27.31,588.18,23.62,43.28,60.07,No,11,0.84,10,42.42,1.36,Detected,72.32,69.73,23.4,40.56,107,45.02,377,57.92,0.964,53.64,Optimized
14062,2024-02-19 22:23:00,WH_08,Zone_D,RACK_022,PROD_00509,252,580,207,52,6,92.46,27,63.7,89.63,52.69,0,3.13,9.14,18.35,3.19,1.15,72.11,46.31,460.78,15.42,30.69,67.97,No,12,0.45,9,48.12,55.48,Detected,94.32,14.41,19.28,57.69,101,23.48,849,56.7,0.552,50.91,Optimized
14063,2024-05-16 03:06:00,WH_06,Zone_B,RACK_057,PROD_00257,292,166,289,127,42,97.05,288,94.61,70.87,29.48,17,17.32,6.13,26.36,2.18,0.3,51.14,42.23,203.88,20.08,75.87,70.11,No,12,0.42,16,72.01,44.61,Detected,93.88,33.53,20.6,65.61,51,52.87,887,88.95,0.319,58.93,Optimized
14064,2024-05-01 02:47:00,WH_01,Zone_B,RACK_031,PROD_00591,34,230,198,33,105,91.79,431,52.51,92.87,58.32,6,3.6,4.81,15.22,0.61,5.32,46.45,89.63,392.08,13.74,82.98,69.89,Yes,41,0.37,11,67.7,0.45,Not Detected,82.64,60.55,33.83,72.0,107,26.75,570,44.68,0.375,64.46,Optimized
